strategy,backtest_scope_yr,vanilla_sharpe,vanilla_ci_low,vanilla_ci_high,IV_percentile_sharpe,IV_percentile_ci_low,IV_percentile_ci_high,HMM_sharpe,HMM_ci_low,HMM_ci_high,gate_alpha_evidence
IronCondor,5yr,-2.705546056307472,-1.4477908155085901,0.1902615036292631,-2.686945676146039,-1.358151647044496,0.2692698837426735,0.0,,,inconclusive (CI 重疊或數據不足)
Vertical,5yr,-2.1302702414731574,-1.9567110558646894,-0.23036403085649845,-2.110060083204201,-1.7917710269752838,-0.10310176085294952,-2.8670106539865916,-0.7873775886073461,1.0931002488067307,inconclusive (CI 重疊或數據不足)
